HACKATHON> show-unicode-characters :all

ARROWS

2190 : ←   #\LEFTWARDS_ARROW
27FF : ⟿   #\LONG_RIGHTWARDS_SQUIGGLE_ARROW

SUPPLEMENTAL-ARROWS-B

2900 : ⤀   #\RIGHTWARDS_TWO-HEADED_ARROW_WITH_VERTICAL_STROKE
2901 : ⤁   #\RIGHTWARDS_TWO-HEADED_ARROW_WITH_DOUBLE_VERTICAL_STROKE
2902 : ⤂   #\LEFTWARDS_DOUBLE_ARROW_WITH_VERTICAL_STROKE
2903 : ⤃   #\RIGHTWARDS_DOUBLE_ARROW_WITH_VERTICAL_STROKE
2904 : ⤄   #\LEFT_RIGHT_DOUBLE_ARROW_WITH_VERTICAL_STROKE
2905 : ⤅   #\RIGHTWARDS_TWO-HEADED_ARROW_FROM_BAR
2906 : ⤆   #\LEFTWARDS_DOUBLE_ARROW_FROM_BAR
2907 : ⤇   #\RIGHTWARDS_DOUBLE_ARROW_FROM_BAR
2908 : ⤈   #\DOWNWARDS_ARROW_WITH_HORIZONTAL_STROKE
2909 : ⤉   #\UPWARDS_ARROW_WITH_HORIZONTAL_STROKE
290A : ⤊   #\UPWARDS_TRIPLE_ARROW
290B : ⤋   #\DOWNWARDS_TRIPLE_ARROW
290C : ⤌   #\LEFTWARDS_DOUBLE_DASH_ARROW
290D : ⤍   #\RIGHTWARDS_DOUBLE_DASH_ARROW
290E : ⤎   #\LEFTWARDS_TRIPLE_DASH_ARROW
290F : ⤏   #\RIGHTWARDS_TRIPLE_DASH_ARROW
2910 : ⤐   #\RIGHTWARDS_TWO-HEADED_TRIPLE_DASH_ARROW
2911 : ⤑   #\RIGHTWARDS_ARROW_WITH_DOTTED_STEM
2912 : ⤒   #\UPWARDS_ARROW_TO_BAR
2913 : ⤓   #\DOWNWARDS_ARROW_TO_BAR
2914 : ⤔   #\RIGHTWARDS_ARROW_WITH_TAIL_WITH_VERTICAL_STROKE
2915 : ⤕   #\RIGHTWARDS_ARROW_WITH_TAIL_WITH_DOUBLE_VERTICAL_STROKE
2916 : ⤖   #\RIGHTWARDS_TWO-HEADED_ARROW_WITH_TAIL
2917 : ⤗   #\RIGHTWARDS_TWO-HEADED_ARROW_WITH_TAIL_WITH_VERTICAL_STROKE
2918 : ⤘   #\RIGHTWARDS_TWO-HEADED_ARROW_WITH_TAIL_WITH_DOUBLE_VERTICAL_STROKE
2919 : ⤙   #\LEFTWARDS_ARROW-TAIL
291A : ⤚   #\RIGHTWARDS_ARROW-TAIL
291B : ⤛   #\LEFTWARDS_DOUBLE_ARROW-TAIL
291C : ⤜   #\RIGHTWARDS_DOUBLE_ARROW-TAIL
291D : ⤝   #\LEFTWARDS_ARROW_TO_BLACK_DIAMOND
291E : ⤞   #\RIGHTWARDS_ARROW_TO_BLACK_DIAMOND
291F : ⤟   #\LEFTWARDS_ARROW_FROM_BAR_TO_BLACK_DIAMOND
2920 : ⤠   #\RIGHTWARDS_ARROW_FROM_BAR_TO_BLACK_DIAMOND
2921 : ⤡   #\NORTH_WEST_AND_SOUTH_EAST_ARROW
2922 : ⤢   #\NORTH_EAST_AND_SOUTH_WEST_ARROW
2923 : ⤣   #\NORTH_WEST_ARROW_WITH_HOOK
2924 : ⤤   #\NORTH_EAST_ARROW_WITH_HOOK
2925 : ⤥   #\SOUTH_EAST_ARROW_WITH_HOOK
2926 : ⤦   #\SOUTH_WEST_ARROW_WITH_HOOK
2927 : ⤧   #\NORTH_WEST_ARROW_AND_NORTH_EAST_ARROW
2928 : ⤨   #\NORTH_EAST_ARROW_AND_SOUTH_EAST_ARROW
2929 : ⤩   #\SOUTH_EAST_ARROW_AND_SOUTH_WEST_ARROW
292A : ⤪   #\SOUTH_WEST_ARROW_AND_NORTH_WEST_ARROW
292B : ⤫   #\RISING_DIAGONAL_CROSSING_FALLING_DIAGONAL
292C : ⤬   #\FALLING_DIAGONAL_CROSSING_RISING_DIAGONAL
292D : ⤭   #\SOUTH_EAST_ARROW_CROSSING_NORTH_EAST_ARROW
292E : ⤮   #\NORTH_EAST_ARROW_CROSSING_SOUTH_EAST_ARROW
292F : ⤯   #\FALLING_DIAGONAL_CROSSING_NORTH_EAST_ARROW
2930 : ⤰   #\RISING_DIAGONAL_CROSSING_SOUTH_EAST_ARROW
2931 : ⤱   #\NORTH_EAST_ARROW_CROSSING_NORTH_WEST_ARROW
2932 : ⤲   #\NORTH_WEST_ARROW_CROSSING_NORTH_EAST_ARROW
2933 : ⤳   #\WAVE_ARROW_POINTING_DIRECTLY_RIGHT
2934 : ⤴   #\ARROW_POINTING_RIGHTWARDS_THEN_CURVING_UPWARDS
2935 : ⤵   #\ARROW_POINTING_RIGHTWARDS_THEN_CURVING_DOWNWARDS
2936 : ⤶   #\ARROW_POINTING_DOWNWARDS_THEN_CURVING_LEFTWARDS
2937 : ⤷   #\ARROW_POINTING_DOWNWARDS_THEN_CURVING_RIGHTWARDS
2938 : ⤸   #\RIGHT-SIDE_ARC_CLOCKWISE_ARROW
2939 : ⤹   #\LEFT-SIDE_ARC_ANTICLOCKWISE_ARROW
293A : ⤺   #\TOP_ARC_ANTICLOCKWISE_ARROW
293B : ⤻   #\BOTTOM_ARC_ANTICLOCKWISE_ARROW
293C : ⤼   #\TOP_ARC_CLOCKWISE_ARROW_WITH_MINUS
293D : ⤽   #\TOP_ARC_ANTICLOCKWISE_ARROW_WITH_PLUS
293E : ⤾   #\LOWER_RIGHT_SEMICIRCULAR_CLOCKWISE_ARROW
293F : ⤿   #\LOWER_LEFT_SEMICIRCULAR_ANTICLOCKWISE_ARROW
2940 : ⥀   #\ANTICLOCKWISE_CLOSED_CIRCLE_ARROW
2941 : ⥁   #\CLOCKWISE_CLOSED_CIRCLE_ARROW
2942 : ⥂   #\RIGHTWARDS_ARROW_ABOVE_SHORT_LEFTWARDS_ARROW
2943 : ⥃   #\LEFTWARDS_ARROW_ABOVE_SHORT_RIGHTWARDS_ARROW
2944 : ⥄   #\SHORT_RIGHTWARDS_ARROW_ABOVE_LEFTWARDS_ARROW
2945 : ⥅   #\RIGHTWARDS_ARROW_WITH_PLUS_BELOW
2946 : ⥆   #\LEFTWARDS_ARROW_WITH_PLUS_BELOW
2947 : ⥇   #\RIGHTWARDS_ARROW_THROUGH_X
2948 : ⥈   #\LEFT_RIGHT_ARROW_THROUGH_SMALL_CIRCLE
2949 : ⥉   #\UPWARDS_TWO-HEADED_ARROW_FROM_SMALL_CIRCLE
294A : ⥊   #\LEFT_BARB_UP_RIGHT_BARB_DOWN_HARPOON
294B : ⥋   #\LEFT_BARB_DOWN_RIGHT_BARB_UP_HARPOON
294C : ⥌   #\UP_BARB_RIGHT_DOWN_BARB_LEFT_HARPOON
294D : ⥍   #\UP_BARB_LEFT_DOWN_BARB_RIGHT_HARPOON
294E : ⥎   #\LEFT_BARB_UP_RIGHT_BARB_UP_HARPOON
294F : ⥏   #\UP_BARB_RIGHT_DOWN_BARB_RIGHT_HARPOON
2950 : ⥐   #\LEFT_BARB_DOWN_RIGHT_BARB_DOWN_HARPOON
2951 : ⥑   #\UP_BARB_LEFT_DOWN_BARB_LEFT_HARPOON
2952 : ⥒   #\LEFTWARDS_HARPOON_WITH_BARB_UP_TO_BAR
2953 : ⥓   #\RIGHTWARDS_HARPOON_WITH_BARB_UP_TO_BAR
2954 : ⥔   #\UPWARDS_HARPOON_WITH_BARB_RIGHT_TO_BAR
2955 : ⥕   #\DOWNWARDS_HARPOON_WITH_BARB_RIGHT_TO_BAR
2956 : ⥖   #\LEFTWARDS_HARPOON_WITH_BARB_DOWN_TO_BAR
2957 : ⥗   #\RIGHTWARDS_HARPOON_WITH_BARB_DOWN_TO_BAR
2958 : ⥘   #\UPWARDS_HARPOON_WITH_BARB_LEFT_TO_BAR
2959 : ⥙   #\DOWNWARDS_HARPOON_WITH_BARB_LEFT_TO_BAR
295A : ⥚   #\LEFTWARDS_HARPOON_WITH_BARB_UP_FROM_BAR
295B : ⥛   #\RIGHTWARDS_HARPOON_WITH_BARB_UP_FROM_BAR
295C : ⥜   #\UPWARDS_HARPOON_WITH_BARB_RIGHT_FROM_BAR
295D : ⥝   #\DOWNWARDS_HARPOON_WITH_BARB_RIGHT_FROM_BAR
295E : ⥞   #\LEFTWARDS_HARPOON_WITH_BARB_DOWN_FROM_BAR
295F : ⥟   #\RIGHTWARDS_HARPOON_WITH_BARB_DOWN_FROM_BAR
2960 : ⥠   #\UPWARDS_HARPOON_WITH_BARB_LEFT_FROM_BAR
2961 : ⥡   #\DOWNWARDS_HARPOON_WITH_BARB_LEFT_FROM_BAR
2962 : ⥢   #\LEFTWARDS_HARPOON_WITH_BARB_UP_ABOVE_LEFTWARDS_HARPOON_WITH_BARB_DOWN
2963 : ⥣   #\UPWARDS_HARPOON_WITH_BARB_LEFT_BESIDE_UPWARDS_HARPOON_WITH_BARB_RIGHT
2964 : ⥤   #\RIGHTWARDS_HARPOON_WITH_BARB_UP_ABOVE_RIGHTWARDS_HARPOON_WITH_BARB_DOWN
2965 : ⥥   #\DOWNWARDS_HARPOON_WITH_BARB_LEFT_BESIDE_DOWNWARDS_HARPOON_WITH_BARB_RIGHT
2966 : ⥦   #\LEFTWARDS_HARPOON_WITH_BARB_UP_ABOVE_RIGHTWARDS_HARPOON_WITH_BARB_UP
2967 : ⥧   #\LEFTWARDS_HARPOON_WITH_BARB_DOWN_ABOVE_RIGHTWARDS_HARPOON_WITH_BARB_DOWN
2968 : ⥨   #\RIGHTWARDS_HARPOON_WITH_BARB_UP_ABOVE_LEFTWARDS_HARPOON_WITH_BARB_UP
2969 : ⥩   #\RIGHTWARDS_HARPOON_WITH_BARB_DOWN_ABOVE_LEFTWARDS_HARPOON_WITH_BARB_DOWN
296A : ⥪   #\LEFTWARDS_HARPOON_WITH_BARB_UP_ABOVE_LONG_DASH
296B : ⥫   #\LEFTWARDS_HARPOON_WITH_BARB_DOWN_BELOW_LONG_DASH
296C : ⥬   #\RIGHTWARDS_HARPOON_WITH_BARB_UP_ABOVE_LONG_DASH
296D : ⥭   #\RIGHTWARDS_HARPOON_WITH_BARB_DOWN_BELOW_LONG_DASH
296E : ⥮   #\UPWARDS_HARPOON_WITH_BARB_LEFT_BESIDE_DOWNWARDS_HARPOON_WITH_BARB_RIGHT
296F : ⥯   #\DOWNWARDS_HARPOON_WITH_BARB_LEFT_BESIDE_UPWARDS_HARPOON_WITH_BARB_RIGHT
2970 : ⥰   #\RIGHT_DOUBLE_ARROW_WITH_ROUNDED_HEAD
2971 : ⥱   #\EQUALS_SIGN_ABOVE_RIGHTWARDS_ARROW
2972 : ⥲   #\TILDE_OPERATOR_ABOVE_RIGHTWARDS_ARROW
2973 : ⥳   #\LEFTWARDS_ARROW_ABOVE_TILDE_OPERATOR
2974 : ⥴   #\RIGHTWARDS_ARROW_ABOVE_TILDE_OPERATOR
2975 : ⥵   #\RIGHTWARDS_ARROW_ABOVE_ALMOST_EQUAL_TO
2976 : ⥶   #\LESS-THAN_ABOVE_LEFTWARDS_ARROW
2977 : ⥷   #\LEFTWARDS_ARROW_THROUGH_LESS-THAN
2978 : ⥸   #\GREATER-THAN_ABOVE_RIGHTWARDS_ARROW
2979 : ⥹   #\SUBSET_ABOVE_RIGHTWARDS_ARROW
297A : ⥺   #\LEFTWARDS_ARROW_THROUGH_SUBSET
297B : ⥻   #\SUPERSET_ABOVE_LEFTWARDS_ARROW
297C : ⥼   #\LEFT_FISH_TAIL
297D : ⥽   #\RIGHT_FISH_TAIL
297E : ⥾   #\UP_FISH_TAIL
297F : ⥿   #\DOWN_FISH_TAIL

MISC-SYMBOLS-AND-ARROWS

2B00 : ⬀   #\NORTH_EAST_WHITE_ARROW
2B01 : ⬁   #\NORTH_WEST_WHITE_ARROW
2B02 : ⬂   #\SOUTH_EAST_WHITE_ARROW
2B03 : ⬃   #\SOUTH_WEST_WHITE_ARROW
2B04 : ⬄   #\LEFT_RIGHT_WHITE_ARROW
2B05 : ⬅   #\LEFTWARDS_BLACK_ARROW
2B06 : ⬆   #\UPWARDS_BLACK_ARROW
2B07 : ⬇   #\DOWNWARDS_BLACK_ARROW
2B08 : ⬈   #\NORTH_EAST_BLACK_ARROW
2B09 : ⬉   #\NORTH_WEST_BLACK_ARROW
2B0A : ⬊   #\SOUTH_EAST_BLACK_ARROW
2B0B : ⬋   #\SOUTH_WEST_BLACK_ARROW
2B0C : ⬌   #\LEFT_RIGHT_BLACK_ARROW
2B0D : ⬍   #\UP_DOWN_BLACK_ARROW
2B0E : ⬎   #\RIGHTWARDS_ARROW_WITH_TIP_DOWNWARDS
2B0F : ⬏   #\RIGHTWARDS_ARROW_WITH_TIP_UPWARDS
2B10 : ⬐   #\LEFTWARDS_ARROW_WITH_TIP_DOWNWARDS
2B11 : ⬑   #\LEFTWARDS_ARROW_WITH_TIP_UPWARDS
2B12 : ⬒   #\SQUARE_WITH_TOP_HALF_BLACK
2B13 : ⬓   #\SQUARE_WITH_BOTTOM_HALF_BLACK
2B14 : ⬔   #\SQUARE_WITH_UPPER_RIGHT_DIAGONAL_HALF_BLACK
2B15 : ⬕   #\SQUARE_WITH_LOWER_LEFT_DIAGONAL_HALF_BLACK
2B16 : ⬖   #\DIAMOND_WITH_LEFT_HALF_BLACK
2B17 : ⬗   #\DIAMOND_WITH_RIGHT_HALF_BLACK
2B18 : ⬘   #\DIAMOND_WITH_TOP_HALF_BLACK
2B19 : ⬙   #\DIAMOND_WITH_BOTTOM_HALF_BLACK
2B1A : ⬚   #\DOTTED_SQUARE
2B1B : ⬛   #\BLACK_LARGE_SQUARE
2B1C : ⬜   #\WHITE_LARGE_SQUARE
2B1D : ⬝   #\BLACK_VERY_SMALL_SQUARE
2B1E : ⬞   #\WHITE_VERY_SMALL_SQUARE
2B1F : ⬟   #\BLACK_PENTAGON
2B20 : ⬠   #\WHITE_PENTAGON
2B21 : ⬡   #\WHITE_HEXAGON
2B22 : ⬢   #\BLACK_HEXAGON
2B23 : ⬣   #\HORIZONTAL_BLACK_HEXAGON
2B24 : ⬤   #\BLACK_LARGE_CIRCLE
2B25 : ⬥   #\BLACK_MEDIUM_DIAMOND
2B26 : ⬦   #\WHITE_MEDIUM_DIAMOND
2B27 : ⬧   #\BLACK_MEDIUM_LOZENGE
2B28 : ⬨   #\WHITE_MEDIUM_LOZENGE
2B29 : ⬩   #\BLACK_SMALL_DIAMOND
2B2A : ⬪   #\BLACK_SMALL_LOZENGE
2B2B : ⬫   #\WHITE_SMALL_LOZENGE
2B2C : ⬬   #\BLACK_HORIZONTAL_ELLIPSE
2B2D : ⬭   #\WHITE_HORIZONTAL_ELLIPSE
2B2E : ⬮   #\BLACK_VERTICAL_ELLIPSE
2B2F : ⬯   #\WHITE_VERTICAL_ELLIPSE

MATHEMATICAL-OPERATORS

2200 : ∀   #\FOR_ALL
2201 : ∁   #\COMPLEMENT
2202 : ∂   #\PARTIAL_DIFFERENTIAL
2203 : ∃   #\THERE_EXISTS
2204 : ∄   #\THERE_DOES_NOT_EXIST
2205 : ∅   #\EMPTY_SET
2206 : ∆   #\INCREMENT
2207 : ∇   #\NABLA
2208 : ∈   #\ELEMENT_OF
2209 : ∉   #\NOT_AN_ELEMENT_OF
220A : ∊   #\SMALL_ELEMENT_OF
220B : ∋   #\CONTAINS_AS_MEMBER
220C : ∌   #\DOES_NOT_CONTAIN_AS_MEMBER
220D : ∍   #\SMALL_CONTAINS_AS_MEMBER
220E : ∎   #\END_OF_PROOF
220F : ∏   #\N-ARY_PRODUCT
2210 : ∐   #\N-ARY_COPRODUCT
2211 : ∑   #\N-ARY_SUMMATION
2212 : −   #\MINUS_SIGN
2213 : ∓   #\MINUS-OR-PLUS_SIGN
2214 : ∔   #\DOT_PLUS
2215 : ∕   #\DIVISION_SLASH
2216 : ∖   #\SET_MINUS
2217 : ∗   #\ASTERISK_OPERATOR
2218 : ∘   #\RING_OPERATOR
2219 : ∙   #\BULLET_OPERATOR
221A : √   #\SQUARE_ROOT
221B : ∛   #\CUBE_ROOT
221C : ∜   #\FOURTH_ROOT
221D : ∝   #\PROPORTIONAL_TO
221E : ∞   #\INFINITY
221F : ∟   #\RIGHT_ANGLE
2220 : ∠   #\ANGLE
2221 : ∡   #\MEASURED_ANGLE
2222 : ∢   #\SPHERICAL_ANGLE
2223 : ∣   #\DIVIDES
2224 : ∤   #\DOES_NOT_DIVIDE
2225 : ∥   #\PARALLEL_TO
2226 : ∦   #\NOT_PARALLEL_TO
2227 : ∧   #\LOGICAL_AND
2228 : ∨   #\LOGICAL_OR
2229 : ∩   #\INTERSECTION
222A : ∪   #\UNION
222B : ∫   #\INTEGRAL
222C : ∬   #\DOUBLE_INTEGRAL
222D : ∭   #\TRIPLE_INTEGRAL
222E : ∮   #\CONTOUR_INTEGRAL
222F : ∯   #\SURFACE_INTEGRAL
2230 : ∰   #\VOLUME_INTEGRAL
2231 : ∱   #\CLOCKWISE_INTEGRAL
2232 : ∲   #\CLOCKWISE_CONTOUR_INTEGRAL
2233 : ∳   #\ANTICLOCKWISE_CONTOUR_INTEGRAL
2234 : ∴   #\THEREFORE
2235 : ∵   #\BECAUSE
2236 : ∶   #\RATIO
2237 : ∷   #\PROPORTION
2238 : ∸   #\DOT_MINUS
2239 : ∹   #\EXCESS
223A : ∺   #\GEOMETRIC_PROPORTION
223B : ∻   #\HOMOTHETIC
223C : ∼   #\TILDE_OPERATOR
223D : ∽   #\REVERSED_TILDE
223E : ∾   #\INVERTED_LAZY_S
223F : ∿   #\SINE_WAVE
2240 : ≀   #\WREATH_PRODUCT
2241 : ≁   #\NOT_TILDE
2242 : ≂   #\MINUS_TILDE
2243 : ≃   #\ASYMPTOTICALLY_EQUAL_TO
2244 : ≄   #\NOT_ASYMPTOTICALLY_EQUAL_TO
2245 : ≅   #\APPROXIMATELY_EQUAL_TO
2246 : ≆   #\APPROXIMATELY_BUT_NOT_ACTUALLY_EQUAL_TO
2247 : ≇   #\NEITHER_APPROXIMATELY_NOR_ACTUALLY_EQUAL_TO
2248 : ≈   #\ALMOST_EQUAL_TO
2249 : ≉   #\NOT_ALMOST_EQUAL_TO
224A : ≊   #\ALMOST_EQUAL_OR_EQUAL_TO
224B : ≋   #\TRIPLE_TILDE
224C : ≌   #\ALL_EQUAL_TO
224D : ≍   #\EQUIVALENT_TO
224E : ≎   #\GEOMETRICALLY_EQUIVALENT_TO
224F : ≏   #\DIFFERENCE_BETWEEN
2250 : ≐   #\APPROACHES_THE_LIMIT
2251 : ≑   #\GEOMETRICALLY_EQUAL_TO
2252 : ≒   #\APPROXIMATELY_EQUAL_TO_OR_THE_IMAGE_OF
2253 : ≓   #\IMAGE_OF_OR_APPROXIMATELY_EQUAL_TO
2254 : ≔   #\COLON_EQUALS
2255 : ≕   #\EQUALS_COLON
2256 : ≖   #\RING_IN_EQUAL_TO
2257 : ≗   #\RING_EQUAL_TO
2258 : ≘   #\CORRESPONDS_TO
2259 : ≙   #\ESTIMATES
225A : ≚   #\EQUIANGULAR_TO
225B : ≛   #\STAR_EQUALS
225C : ≜   #\DELTA_EQUAL_TO
225D : ≝   #\EQUAL_TO_BY_DEFINITION
225E : ≞   #\MEASURED_BY
225F : ≟   #\QUESTIONED_EQUAL_TO
2260 : ≠   #\NOT_EQUAL_TO
2261 : ≡   #\IDENTICAL_TO
2262 : ≢   #\NOT_IDENTICAL_TO
2263 : ≣   #\STRICTLY_EQUIVALENT_TO
2264 : ≤   #\LESS-THAN_OR_EQUAL_TO
2265 : ≥   #\GREATER-THAN_OR_EQUAL_TO
2266 : ≦   #\LESS-THAN_OVER_EQUAL_TO
2267 : ≧   #\GREATER-THAN_OVER_EQUAL_TO
2268 : ≨   #\LESS-THAN_BUT_NOT_EQUAL_TO
2269 : ≩   #\GREATER-THAN_BUT_NOT_EQUAL_TO
226A : ≪   #\MUCH_LESS-THAN
226B : ≫   #\MUCH_GREATER-THAN
226C : ≬   #\BETWEEN
226D : ≭   #\NOT_EQUIVALENT_TO
226E : ≮   #\NOT_LESS-THAN
226F : ≯   #\NOT_GREATER-THAN
2270 : ≰   #\NEITHER_LESS-THAN_NOR_EQUAL_TO
2271 : ≱   #\NEITHER_GREATER-THAN_NOR_EQUAL_TO
2272 : ≲   #\LESS-THAN_OR_EQUIVALENT_TO
2273 : ≳   #\GREATER-THAN_OR_EQUIVALENT_TO
2274 : ≴   #\NEITHER_LESS-THAN_NOR_EQUIVALENT_TO
2275 : ≵   #\NEITHER_GREATER-THAN_NOR_EQUIVALENT_TO
2276 : ≶   #\LESS-THAN_OR_GREATER-THAN
2277 : ≷   #\GREATER-THAN_OR_LESS-THAN
2278 : ≸   #\NEITHER_LESS-THAN_NOR_GREATER-THAN
2279 : ≹   #\NEITHER_GREATER-THAN_NOR_LESS-THAN
227A : ≺   #\PRECEDES
227B : ≻   #\SUCCEEDS
227C : ≼   #\PRECEDES_OR_EQUAL_TO
227D : ≽   #\SUCCEEDS_OR_EQUAL_TO
227E : ≾   #\PRECEDES_OR_EQUIVALENT_TO
227F : ≿   #\SUCCEEDS_OR_EQUIVALENT_TO
2280 : ⊀   #\DOES_NOT_PRECEDE
2281 : ⊁   #\DOES_NOT_SUCCEED
2282 : ⊂   #\SUBSET_OF
2283 : ⊃   #\SUPERSET_OF
2284 : ⊄   #\NOT_A_SUBSET_OF
2285 : ⊅   #\NOT_A_SUPERSET_OF
2286 : ⊆   #\SUBSET_OF_OR_EQUAL_TO
2287 : ⊇   #\SUPERSET_OF_OR_EQUAL_TO
2288 : ⊈   #\NEITHER_A_SUBSET_OF_NOR_EQUAL_TO
2289 : ⊉   #\NEITHER_A_SUPERSET_OF_NOR_EQUAL_TO
228A : ⊊   #\SUBSET_OF_WITH_NOT_EQUAL_TO
228B : ⊋   #\SUPERSET_OF_WITH_NOT_EQUAL_TO
228C : ⊌   #\MULTISET
228D : ⊍   #\MULTISET_MULTIPLICATION
228E : ⊎   #\MULTISET_UNION
228F : ⊏   #\SQUARE_IMAGE_OF
2290 : ⊐   #\SQUARE_ORIGINAL_OF
2291 : ⊑   #\SQUARE_IMAGE_OF_OR_EQUAL_TO
2292 : ⊒   #\SQUARE_ORIGINAL_OF_OR_EQUAL_TO
2293 : ⊓   #\SQUARE_CAP
2294 : ⊔   #\SQUARE_CUP
2295 : ⊕   #\CIRCLED_PLUS
2296 : ⊖   #\CIRCLED_MINUS
2297 : ⊗   #\CIRCLED_TIMES
2298 : ⊘   #\CIRCLED_DIVISION_SLASH
2299 : ⊙   #\CIRCLED_DOT_OPERATOR
229A : ⊚   #\CIRCLED_RING_OPERATOR
229B : ⊛   #\CIRCLED_ASTERISK_OPERATOR
229C : ⊜   #\CIRCLED_EQUALS
229D : ⊝   #\CIRCLED_DASH
229E : ⊞   #\SQUARED_PLUS
229F : ⊟   #\SQUARED_MINUS
22A0 : ⊠   #\SQUARED_TIMES
22A1 : ⊡   #\SQUARED_DOT_OPERATOR
22A2 : ⊢   #\RIGHT_TACK
22A3 : ⊣   #\LEFT_TACK
22A4 : ⊤   #\DOWN_TACK
22A5 : ⊥   #\UP_TACK
22A6 : ⊦   #\ASSERTION
22A7 : ⊧   #\MODELS
22A8 : ⊨   #\TRUE
22A9 : ⊩   #\FORCES
22AA : ⊪   #\TRIPLE_VERTICAL_BAR_RIGHT_TURNSTILE
22AB : ⊫   #\DOUBLE_VERTICAL_BAR_DOUBLE_RIGHT_TURNSTILE
22AC : ⊬   #\DOES_NOT_PROVE
22AD : ⊭   #\NOT_TRUE
22AE : ⊮   #\DOES_NOT_FORCE
22AF : ⊯   #\NEGATED_DOUBLE_VERTICAL_BAR_DOUBLE_RIGHT_TURNSTILE
22B0 : ⊰   #\PRECEDES_UNDER_RELATION
22B1 : ⊱   #\SUCCEEDS_UNDER_RELATION
22B2 : ⊲   #\NORMAL_SUBGROUP_OF
22B3 : ⊳   #\CONTAINS_AS_NORMAL_SUBGROUP
22B4 : ⊴   #\NORMAL_SUBGROUP_OF_OR_EQUAL_TO
22B5 : ⊵   #\CONTAINS_AS_NORMAL_SUBGROUP_OR_EQUAL_TO
22B6 : ⊶   #\ORIGINAL_OF
22B7 : ⊷   #\IMAGE_OF
22B8 : ⊸   #\MULTIMAP
22B9 : ⊹   #\HERMITIAN_CONJUGATE_MATRIX
22BA : ⊺   #\INTERCALATE
22BB : ⊻   #\XOR
22BC : ⊼   #\NAND
22BD : ⊽   #\NOR
22BE : ⊾   #\RIGHT_ANGLE_WITH_ARC
22BF : ⊿   #\RIGHT_TRIANGLE
22C0 : ⋀   #\N-ARY_LOGICAL_AND
22C1 : ⋁   #\N-ARY_LOGICAL_OR
22C2 : ⋂   #\N-ARY_INTERSECTION
22C3 : ⋃   #\N-ARY_UNION
22C4 : ⋄   #\DIAMOND_OPERATOR
22C5 : ⋅   #\DOT_OPERATOR
22C6 : ⋆   #\STAR_OPERATOR
22C7 : ⋇   #\DIVISION_TIMES
22C8 : ⋈   #\BOWTIE
22C9 : ⋉   #\LEFT_NORMAL_FACTOR_SEMIDIRECT_PRODUCT
22CA : ⋊   #\RIGHT_NORMAL_FACTOR_SEMIDIRECT_PRODUCT
22CB : ⋋   #\LEFT_SEMIDIRECT_PRODUCT
22CC : ⋌   #\RIGHT_SEMIDIRECT_PRODUCT
22CD : ⋍   #\REVERSED_TILDE_EQUALS
22CE : ⋎   #\CURLY_LOGICAL_OR
22CF : ⋏   #\CURLY_LOGICAL_AND
22D0 : ⋐   #\DOUBLE_SUBSET
22D1 : ⋑   #\DOUBLE_SUPERSET
22D2 : ⋒   #\DOUBLE_INTERSECTION
22D3 : ⋓   #\DOUBLE_UNION
22D4 : ⋔   #\PITCHFORK
22D5 : ⋕   #\EQUAL_AND_PARALLEL_TO
22D6 : ⋖   #\LESS-THAN_WITH_DOT
22D7 : ⋗   #\GREATER-THAN_WITH_DOT
22D8 : ⋘   #\VERY_MUCH_LESS-THAN
22D9 : ⋙   #\VERY_MUCH_GREATER-THAN
22DA : ⋚   #\LESS-THAN_EQUAL_TO_OR_GREATER-THAN
22DB : ⋛   #\GREATER-THAN_EQUAL_TO_OR_LESS-THAN
22DC : ⋜   #\EQUAL_TO_OR_LESS-THAN
22DD : ⋝   #\EQUAL_TO_OR_GREATER-THAN
22DE : ⋞   #\EQUAL_TO_OR_PRECEDES
22DF : ⋟   #\EQUAL_TO_OR_SUCCEEDS
22E0 : ⋠   #\DOES_NOT_PRECEDE_OR_EQUAL
22E1 : ⋡   #\DOES_NOT_SUCCEED_OR_EQUAL
22E2 : ⋢   #\NOT_SQUARE_IMAGE_OF_OR_EQUAL_TO
22E3 : ⋣   #\NOT_SQUARE_ORIGINAL_OF_OR_EQUAL_TO
22E4 : ⋤   #\SQUARE_IMAGE_OF_OR_NOT_EQUAL_TO
22E5 : ⋥   #\SQUARE_ORIGINAL_OF_OR_NOT_EQUAL_TO
22E6 : ⋦   #\LESS-THAN_BUT_NOT_EQUIVALENT_TO
22E7 : ⋧   #\GREATER-THAN_BUT_NOT_EQUIVALENT_TO
22E8 : ⋨   #\PRECEDES_BUT_NOT_EQUIVALENT_TO
22E9 : ⋩   #\SUCCEEDS_BUT_NOT_EQUIVALENT_TO
22EA : ⋪   #\NOT_NORMAL_SUBGROUP_OF
22EB : ⋫   #\DOES_NOT_CONTAIN_AS_NORMAL_SUBGROUP
22EC : ⋬   #\NOT_NORMAL_SUBGROUP_OF_OR_EQUAL_TO
22ED : ⋭   #\DOES_NOT_CONTAIN_AS_NORMAL_SUBGROUP_OR_EQUAL
22EE : ⋮   #\VERTICAL_ELLIPSIS
22EF : ⋯   #\MIDLINE_HORIZONTAL_ELLIPSIS
22F0 : ⋰   #\UP_RIGHT_DIAGONAL_ELLIPSIS
